# FTRANSFER.CLOCKS.01 frozen data interface (a): g_*rho(T), g_*s(T)
# Source (named in the preregistration): K. Saikawa & S. Shirai,
#   'Primordial gravitational waves, precisely: the role of thermodynamics
#   in the Standard Model', JCAP 05 (2018) 035, arXiv:1803.01038,
#   Appendix A tabulated data, file standardmodel2018.dat,
#   https://member.ipmu.jp/satoshi.shirai/EOS2018 (retrieved 2026-08-05).
# Full source file sha256: 268a51b869198b13aef052185323e0b0015f78f4a0902f19a79e71d1017dfaad
# Curation rule (deterministic): data rows subsampled every 20th row of the
#   10000-row log(T)-spaced source table, plus the final row (501 rows).
#   Values are copied verbatim (no reformatting, no interpolation).
# Columns: T_GeV,gstar_rho,gstar_rho_err,gstar_s,gstar_s_err
1.7135497e+12,105.02097,0.060657995,105.01872,0.060197733
1.9023874e+12,105.02367,0.059722021,105.02143,0.05926778
2.1120356e+12,105.02636,0.05970588,105.02413,0.059257552
2.3447876e+12,105.02906,0.058763177,105.02684,0.058320674
2.6031894e+12,105.03227,0.0582843,105.03006,0.05784753
2.8900679e+12,105.03446,0.057805807,105.03225,0.057374674
3.2085611e+12,105.03714,0.056859505,105.03495,0.056433921
3.5621531e+12,105.03984,0.056860652,105.03765,0.056440522
3.9547119e+12,105.04255,0.055916519,105.04037,0.055501763
4.3905318e+12,105.04524,0.055895378,105.04308,0.055485907
4.8743801e+12,105.04795,0.054952548,105.0458,0.054548276
5.4115499e+12,105.05065,0.054955849,105.04851,0.0545567
6.0079172e+12,105.05337,0.053981521,105.05123,0.053587408
6.6700057e+12,105.05558,0.053534369,105.05345,0.053145218
7.4050582e+12,105.05826,0.053534702,105.05614,0.053150437
8.2211154e+12,105.06098,0.052583718,105.05887,0.052204257
9.1271044e+12,105.06335,0.052241168,105.06125,0.051866439
1.0132936e+13,105.06617,0.051840702,105.06408,0.051470631
1.1249612e+13,105.06862,0.051159982,105.06654,0.050794497
1.248935e+13,105.07132,0.051145618,105.06925,0.05078465
1.386571e+13,105.07354,0.050686712,105.07148,0.050330188
1.5393748e+13,105.07629,0.049710007,105.07423,0.049357862
1.709018e+13,105.07898,0.049739875,105.07693,0.049392038
1.8973564e+13,105.0812,0.049248611,105.07917,0.048905023
2.1064501e+13,105.08343,0.048791935,105.0814,0.048452527
2.3385866e+13,105.08611,0.048303524,105.08409,0.047968235
2.596305e+13,105.08887,0.047810593,105.08686,0.04747936
2.8824248e+13,105.09109,0.047359425,105.08909,0.047032188
3.2000757e+13,105.09341,0.046964126,105.09142,0.04664082
3.5527327e+13,105.09604,0.046872235,105.09406,0.046552809
3.9442533e+13,105.09828,0.046401021,105.09631,0.046085412
4.3789206e+13,105.10053,0.045930027,105.09856,0.045618181
4.8614893e+13,105.10324,0.045943256,105.10128,0.045635114
5.3972385e+13,105.10565,0.045274574,105.1037,0.044970085
5.9920286e+13,105.10801,0.044686261,105.10607,0.044385369
6.6523662e+13,105.11037,0.044104438,105.10844,0.04380709
7.3854748e+13,105.11315,0.04403428,105.11123,0.043740425
8.1993739e+13,105.11507,0.043870021,105.11315,0.04357961
9.1029668e+13,105.11743,0.043282736,105.11552,0.042995716
1.0106138e+14,105.11939,0.043101771,105.11749,0.04281809
1.1219862e+14,105.12171,0.042612573,105.11982,0.042332186
1.245632e+14,105.12434,0.042620229,105.12246,0.042343093
1.382904e+14,105.12661,0.042130831,105.12473,0.041856893
1.5353037e+14,105.12886,0.041662278,105.12699,0.041391492
1.7044983e+14,105.1311,0.04119389,105.12924,0.040926215
1.8923386e+14,105.13346,0.040837938,105.13161,0.040573327
2.1008794e+14,105.13606,0.040713615,105.13421,0.040452022
2.3324019e+14,105.13832,0.040227271,105.13649,0.03996866
2.5894389e+14,105.14054,0.039785211,105.13872,0.039529533
2.8748019e+14,105.14233,0.039782307,105.14051,0.039529524
3.1916128e+14,105.14459,0.039299122,105.14278,0.039049193
3.5433371e+14,105.14681,0.038805016,105.14501,0.038557903
3.9338223e+14,105.14953,0.038793247,105.14773,0.038548904
4.3673401e+14,105.15141,0.03873478,105.14963,0.038493174
4.8486326e+14,105.15359,0.038343148,105.15181,0.03810424
5.3829649e+14,105.15584,0.037876578,105.15406,0.037640326
5.9761821e+14,105.15809,0.037402591,105.15633,0.037168966
6.6347733e+14,105.15987,0.037410148,105.15811,0.037179111
7.3659431e+14,105.16213,0.03693363,105.16038,0.036705143
8.1776898e+14,105.16438,0.036467618,105.16264,0.036241648
9.0788931e+14,105.16616,0.036474556,105.16442,0.036251065
1.0079411e+15,105.16846,0.036031905,105.16674,0.035810865
1.119019e+15,105.17082,0.035675917,105.1691,0.035457292
1.2423378e+15,105.17295,0.03599931,105.17124,0.035783066
1.3792468e+15,105.17519,0.03552083,105.17348,0.035306937
1.5312435e+15,105.17743,0.035033899,105.17574,0.034822323
1.6999906e+15,105.17922,0.035033062,105.17753,0.034823772
1.8873341e+15,105.18147,0.034568098,105.17979,0.034361062
2.0953234e+15,105.18327,0.034559196,105.18159,0.034354385
2.3262336e+15,105.18552,0.03409446,105.18385,0.033891847
2.5825908e+15,105.1873,0.03410401,105.18563,0.033903564
2.8671992e+15,105.18957,0.033621295,105.18791,0.033422987
3.1831723e+15,105.19134,0.033638144,105.18969,0.033441945
3.5339664e+15,105.19361,0.033148584,105.19197,0.032954468
3.9234189e+15,105.1955,0.03304818,105.19387,0.032856119
4.3557902e+15,105.19766,0.032676314,105.19603,0.032486279
4.8358099e+15,105.19943,0.032695244,105.19781,0.032507212
5.3687291e+15,105.20171,0.032204455,105.2001,0.032018398
5.9603775e+15,105.20351,0.032196678,105.2019,0.032012565
6.617227e+15,105.20579,0.031762516,105.20419,0.031580329
7.3464631e+15,105.20741,0.031574683,105.20581,0.031394393
8.156063e+15,105.2093,0.030833973,105.20771,0.030655558
9.054883e+15,105.21114,0.030788471,105.20956,0.030611904
1.0052755e+16,105.21295,0.030791359,105.21137,0.030616617
1.1160596e+16,105.2152,0.030328199,105.21363,0.030155261
1.2390523e+16,105.217,0.030321071,105.21544,0.030149915
1.3755992e+16,105.21879,0.03032138,105.21723,0.030151977
1.5271939e+16,105.22105,0.029851176,105.2195,0.029683507
1.6954948e+16,105.22285,0.02984433,105.2213,0.029678372
1.8823429e+16,105.22462,0.029858004,105.22309,0.029693738
2.0897821e+16,105.2269,0.029374947,105.22537,0.029212349
2.3200817e+16,105.22837,0.029041236,105.22685,0.028880286
2.5757609e+16,105.23004,0.02890589,105.22852,0.02874657
2.8596166e+16,105.23231,0.028427251,105.2308,0.028269538
3.174754e+16,105.23409,0.028437184,105.23259,0.028281054
3.5246204e+16,105.23589,0.028430922,105.23439,0.028276357
3.913043e+16,105.23769,0.028424726,105.2362,0.02827171
4.3442709e+16,105.23998,0.027962674,105.2385,0.027811185
4.8230211e+16,105.24128,0.027497275,105.23981,0.027347298
5.354531e+16,105.24309,0.02749473,105.24161,0.027346241
5.9446146e+16,105.24489,0.02748884,105.24342,0.027341823
6.5997271e+16,105.24668,0.027483036,105.24522,0.027337471
7.3270347e+16,105.24891,0.027046483,105.24746,0.026902355
8.1344935e+16,105.25036,0.026632572,105.24891,0.026489863
9.0309365e+16,105.25208,0.026554122,105.25064,0.026412812
9.9738985e+16,105.25388,0.026548867,105.25245,0.026408871
